method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.95,0.175191411715135,0.45,0.0609484309488551,0.0491548118380924
binning2,1,0.9,0.239496158374088,0.45,0.0869226315239606,0.0530466251008211
conditional,1,0.91,0.0391176966305887,0.46,0.0100716073853192,0.00748988302684602
isotonic,1,0.98,0.170594954531035,0.5,0.0540263943894437,0.0510046894324862
marginal,1,1,0.284973184134462,0.52,0.0100716073853192,0.00728501889937395
binning,2,0.96,0.150604148433007,0.32,0.0486257429237072,0.0315673748363042
binning2,2,0.95,0.246739430844699,0.32,0.0622416917933523,0.0201920603735053
conditional,2,1,0.0848127405771971,0.34,0.0157309757242761,0.0114165516205154
isotonic,2,1,0.150001297941518,0.38,0.0439617264371732,0.0396651438214257
marginal,2,1,0.284973184134462,0.39,0.0157309757242761,0.013910836573064
binning,3,0.94,0.208085747351049,0.38,0.0511987304230373,0.0269267061169186
binning2,3,0.89,0.288621986447315,0.38,0.0925059579951974,0.0167121238596548
conditional,3,0.93,0.152392731494094,0.4,0.0560379263787789,0.0528018650895182
isotonic,3,0.96,0.188349996776173,0.42,0.0408147791714441,0.0266108482454989
marginal,3,0.94,0.284973184134462,0.42,0.0560379263787789,0.0521664180006411
binning,4,0.85,0.163460341354844,0.29,0.0437307241411037,0.033278834886936
binning2,4,0.92,0.245333817746109,0.29,0.0673789235151577,0.041744272314394
conditional,4,0.88,0.216551042156346,0.44,0.0738597152460227,0.0721150042270498
isotonic,4,0.87,0.159778366094506,0.36,0.0439352199758529,0.0393806735370763
marginal,4,0.92,0.284973184134462,0.51,0.0738597152460227,0.0732426774133236
binning,5,0.87,0.251861764717676,0.36,0.0637288317186578,0.0436125064713829
binning2,5,0.91,0.291864225610896,0.36,0.0800792190096943,0.0406281739625877
conditional,5,0.91,0.368205329197104,0.47,0.121573537746845,0.120700179292398
isotonic,5,0.85,0.243295643368168,0.36,0.0498523558175862,0.0357607723369403
marginal,5,0.75,0.284973184134462,0.44,0.121573537746845,0.121226408143878
binning,marginal,0.914,0.189840682714342,0.36,0.0541742085001174,0
binning2,marginal,0.914,0.262411123804622,0.36,0.0786632378995705,0
conditional,marginal,0.926,0.172215908011066,0.422,0.0688832819803212,0.0585656855802873
isotonic,marginal,0.932,0.18240405174228,0.404,0.0467608635843354,0.0202097477873845
marginal,marginal,0.922,0.284973184134462,0.456,0.0688832819803212,0.0578897475104122
