method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.9,0.174248218091939,0.42,0.0553365302858442,0.0146673796301626
binning2,1,0.905,0.265313648490243,0.42,0.0860620514568585,0.00954813816091184
conditional,1,0.925,0.121324162911966,0.42,0.0283185892489379,0.0185882017262056
isotonic,1,0.915,0.115089005923326,0.42,0.0348297915029399,0.0211778001675703
marginal,1,0.935,0.129659745295182,0.42,0.0283185892489379,0.0185686134024985
binning,2,0.88,0.0919614595445596,0.69,0.0198465241099425,0.00643662137828734
binning2,2,0.945,0.141644731052111,0.96,0.0373177174307833,0.0186301859329921
conditional,2,0.995,0.126533296760885,0.725,0.00751434336028375,0.00340514005678088
isotonic,2,0.89,0.0780856962188927,0.545,0.0103340486074498,0.0107635278713411
marginal,2,1,0.129659745295182,0.755,0.00751434336028375,0.00385591739864915
binning,3,0.92,0.10860570237937,0.315,0.0150063863787314,0.0123338308570943
binning2,3,0.91,0.13001056130005,0.325,0.0270744147360531,0.0185169257125325
conditional,3,0.975,0.129174006582001,0.315,0.00711189485798515,0.00284055721119631
isotonic,3,0.92,0.0990465497846891,0.315,0.00938917985308451,0.00505417217941403
marginal,3,0.985,0.129659745295182,0.315,0.00711189485798515,0
binning,4,0.87,0.133891860949389,0.48,0.0167127025031159,0.00952067670234276
binning2,4,0.86,0.152726439585926,0.815,0.0334137875189411,0.0213066558831091
conditional,4,0.89,0.130425913426726,0.48,0.0074684449312665,0
isotonic,4,0.855,0.129315478565808,0.475,0.00993330324242307,0
marginal,4,0.885,0.129659745295182,0.455,0.0074684449312665,0
binning,5,0.91,0.247999113366398,0.375,0.0449308269401091,0.0085745842910333
binning2,5,0.915,0.306110296896809,0.375,0.0764505891768883,0.0110688957215638
conditional,5,0.685,0.133687264216855,0.375,0.0116712922802467,0.0219752428822766
isotonic,5,0.92,0.275770372045507,0.375,0.0218992115382111,0.0116828335875926
marginal,5,0.675,0.129659745295182,0.375,0.0116712922802467,0.0213957135531487
binning,marginal,0.896,0.151341270866331,0.456,0.0345812127316268,0.0094031001904774
binning2,marginal,0.907,0.199161135465028,0.579,0.0574342867116165,0.00959902700596039
conditional,marginal,0.894,0.128228928779687,0.463,0.0148390271570588,0.0124442576273575
isotonic,marginal,0.9,0.139461420507645,0.426,0.0199314305275573,0.0117064067439522
marginal,marginal,0.896,0.129659745295182,0.464,0.0148390271570588,0.01337831035273
