method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.655,0.466605751060795,0.415,0.223021214769185,0.206551721098832
binning2,1,0.62,0.469976051153586,0.415,0.232590540120848,0.215693868419554
conditional,1,0.69,0.608654272900158,0.44,0.305637237930921,0.296699465931032
isotonic,1,0.635,0.464937049268952,0.46,0.223637233722938,0.208632381826345
marginal,1,0.61,0.628054063610649,0.415,0.305637237930921,0.296447226845515
binning,2,1,0.495931140729436,0.965,0.134364527462551,0.128536347046908
binning2,2,1,0.491577109238211,0.965,0.135062075015825,0.129498081761303
conditional,2,0.97,0.559144261172056,0.96,0.215707386396165,0.211947290831132
isotonic,2,0.995,0.486237575932145,0.96,0.132846445510871,0.127299896317963
marginal,2,0.84,0.628054063610649,0.965,0.215707386396165,0.211961067915992
binning,3,0.985,0.521222195188277,1,0.0984201448244091,0.0930783584328045
binning2,3,0.975,0.513535540422801,1,0.104597802058549,0.0990134916057904
conditional,3,0.975,0.515936290417565,1,0.156238512446383,0.151343130323959
isotonic,3,0.98,0.511545703385528,0.995,0.0954432918889477,0.0891514841453576
marginal,3,1,0.628054063610649,1,0.156238512446383,0.151507450056782
binning,4,0.975,0.547490406971184,0.83,0.0874690381961641,0.0766146593774053
binning2,4,0.975,0.538783114364294,0.83,0.0876592270298231,0.0760557895928822
conditional,4,0.99,0.507943656728216,0.83,0.093855965643666,0.0921677904327111
isotonic,4,0.965,0.54171918987664,0.83,0.089479822643711,0.0811645487343701
marginal,4,1,0.628054063610649,0.83,0.093855965643666,0.0922242751190168
binning,5,0.865,0.565188121734729,0.415,0.179563361118503,0.156855915368837
binning2,5,0.86,0.555275119537609,0.415,0.183607252061045,0.161274654049969
conditional,5,0.895,0.451570568693066,0.415,0.0812812768317394,0.0407419554768468
isotonic,5,0.865,0.560937076275725,0.415,0.173349099853711,0.150147117126932
marginal,5,0.98,0.628054063610649,0.415,0.0812812768317394,0.0413179107482149
binning,marginal,0.896,0.519287523136884,0.725,0.15321399850128,0.0124153923040056
binning2,marginal,0.886,0.5138293869433,0.725,0.15790920603286,0.00961933548693856
conditional,marginal,0.904,0.528649809982212,0.729,0.189615325740125,0.121287367842579
isotonic,marginal,0.888,0.513075318947798,0.732,0.151543895580892,0.0201395436361082
marginal,marginal,0.886,0.628054063610649,0.725,0.189615325740125,0.120960138338949
