method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.825,0.198335347801128,0.515,0.0729118880705434,0.0237138014895596
binning2,1,0.86,0.380871389894346,0.515,0.125720918791298,0.0395532005758967
conditional,1,0.99,0.13657233251094,0.51,0.0146941595727104,0.00916030563042412
isotonic,1,0.94,0.109786189028593,0.51,0.0432392411612926,0.0431371201758767
marginal,1,1,0.193434987576608,0.51,0.0146941595727104,0.00896853353349921
binning,2,0.945,0.196275525170844,0.365,0.0478843895583617,0
binning2,2,0.975,0.368535045584239,0.365,0.100552330263171,0
conditional,2,1,0.156605883416406,0.38,0.0113360316238675,0.00935876000103311
isotonic,2,0.895,0.104682759928978,0.37,0.0354534245368144,0.0352241420314779
marginal,2,1,0.193434987576608,0.405,0.0113360316238675,0.0097106940566079
binning,3,0.935,0.18814669500286,0.24,0.0492594525040254,0.0251281731795878
binning2,3,0.88,0.324434400673263,0.24,0.103240830859622,0.0574006081522919
conditional,3,0.99,0.179361638906314,0.24,0.0102400986951149,0.0114941982210455
isotonic,3,0.855,0.110012454067679,0.24,0.0174739739660573,0.0148048161343446
marginal,3,0.995,0.193434987576608,0.24,0.0102400986951149,0.0125714753045953
binning,4,0.905,0.243482102568414,0.46,0.0288248422939189,0.00751593988871326
binning2,4,0.92,0.290817203379857,0.8,0.0601159531935632,0.0254510002945157
conditional,4,0.87,0.194612529718587,0.555,0.00700322161808784,0
isotonic,4,0.885,0.221640370631327,0.505,0.0216799095202669,0.0205392533638316
marginal,4,0.865,0.193434987576608,0.57,0.00700322161808784,0
binning,5,0.905,0.302058365810381,0.345,0.0150512115138809,0.0298430287468234
binning2,5,0.885,0.295270769406179,0.345,0.025697716093911,0.0248078757674634
conditional,5,0.7,0.202178403632417,0.345,0.00673950537768059,0.0227830053200695
isotonic,5,0.9,0.303130243558877,0.345,0.00887623916226028,0.0229286201389684
marginal,5,0.675,0.193434987576608,0.345,0.00673950537768059,0.0255830207753219
binning,marginal,0.903,0.225659607270725,0.385,0.047101937004097,0.0140960718625414
binning2,marginal,0.904,0.331985761787577,0.453,0.0903874882276092,0.00966618263103837
conditional,marginal,0.91,0.173866157636933,0.406,0.0104283230250998,0.0128609629769885
isotonic,marginal,0.895,0.169850403443091,0.394,0.0282160349880385,0.0296841617272185
marginal,marginal,0.907,0.193434987576608,0.414,0.0104283230250998,0.0127681591156271
