method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.883,0.243887904139271,0.524,0.0745846202247649,0.0250685298829843
cal_binning_5,1,0.887,0.406377287962391,0.524,0.12092363416927,0.0443203610948218
conditional,1,0.835,0.118352109502469,0.524,0.0274010137971468,0.0244564263533221
isotonic,1,0.927,0.153495401718183,0.524,0.0488344249941865,0.0438355444085143
marginal,1,0.997,0.28751291160119,0.524,0.0274010137971468,0.0243797009924073
mondrian_10,1,0.912,0.137751002499414,0.524,0.0274010137971468,0.0244210809069493
mondrian_5,1,0.908,0.137888275399102,0.524,0.0274010137971468,0.0243393052139472
oracle,1,0.9,0.0955206906945804,0.524,0.0274010137971468,0.0241109635987132
cal_binning_10,2,0.906,0.200699181250848,0.629,0.0522610354391735,0.0193088445576799
cal_binning_5,2,0.881,0.328917659397409,0.95,0.10495670063309,0.0349256818476349
conditional,2,0.975,0.175108814179974,0.462,0.0197402095542103,0.0118373753940471
isotonic,2,0.958,0.155948922670541,0.495,0.0301552016447795,0.0226001109640586
marginal,2,1,0.299211653742455,0.604,0.0197402095542103,0.012043713625836
mondrian_10,2,0.901,0.119728448943136,0.453,0.0197402095542103,0.011952670728267
mondrian_5,2,0.898,0.119825107605452,0.453,0.0197402095542103,0.0119354250140845
oracle,2,0.903,0.10044818636621,0.42,0.0197402095542103,0.011823355210439
cal_binning_10,3,0.871,0.222535160725454,0.323,0.0561309695130689,0.0314131236322562
cal_binning_5,3,0.915,0.337413535348594,0.335,0.0903522162079141,0.0409340362907091
conditional,3,0.975,0.253912960882519,0.297,0.0322602338642981,0.0209910351222683
isotonic,3,0.885,0.183231149490325,0.311,0.0293742502444381,0.015357021506397
marginal,3,0.986,0.299211653742455,0.297,0.0322602338642981,0.0210650145027599
mondrian_10,3,0.888,0.172907602096698,0.297,0.0322602338642981,0.0208018163271257
mondrian_5,3,0.895,0.178226434333285,0.297,0.0322602338642981,0.0209174245094745
oracle,3,0.887,0.144647143713115,0.282,0.0322602338642981,0.0205494641384052
cal_binning_10,4,0.902,0.362136163512237,0.753,0.0515164594078127,0.0298267152026152
cal_binning_5,4,0.909,0.398605270689621,0.753,0.0692661613486685,0.0456229321743473
conditional,4,0.886,0.327718569147703,0.695,0.0538696595770955,0.0352239256445445
isotonic,4,0.91,0.366515731936617,0.738,0.0484807069698059,0.0242512087660264
marginal,4,0.849,0.299211653742455,0.68,0.0538696595770955,0.0355659891649696
mondrian_10,4,0.897,0.335922693163565,0.708,0.0538696595770955,0.035694357654587
mondrian_5,4,0.908,0.361823609380744,0.708,0.0538696595770955,0.035547281262682
oracle,4,0.887,0.292187782649943,0.595,0.0538696595770955,0.0352222919548277
cal_binning_10,5,0.843,0.451168407074344,0.424,0.0574795691827857,0.0552340407762929
cal_binning_5,5,0.843,0.453505299919175,0.424,0.0618464328489781,0.0567159327549649
conditional,5,0.718,0.370204798414262,0.424,0.0767030389866835,0.0799998108746211
isotonic,5,0.837,0.467696271770273,0.424,0.05880373195172,0.0545785368890943
marginal,5,0.618,0.299211653742455,0.425,0.0767030389866835,0.080604027090966
mondrian_10,5,0.808,0.452427943250362,0.424,0.0767030389866835,0.0812179274110473
mondrian_5,5,0.848,0.477856101844592,0.424,0.0767030389866835,0.0804858279247647
oracle,5,0.891,0.466658014960179,0.424,0.0767030389866835,0.0799036871587749
cal_binning_10,marginal,0.881,0.296085363340431,0.5306,0.0589959551174137,0.0157816119582857
cal_binning_5,marginal,0.887,0.384963810663438,0.5972,0.0921137770871351,0.013111242970692
conditional,marginal,0.8778,0.249059450425385,0.4804,0.0468327033857317,0.0348349649123949
isotonic,marginal,0.9034,0.265377495517188,0.4984,0.0446435699018681,0.0259058416473848
marginal,marginal,0.89,0.296871905314202,0.506,0.0468327033857317,0.0348631314833533
mondrian_10,marginal,0.8812,0.243747537990635,0.4812,0.0468327033857317,0.0350380704774085
mondrian_5,marginal,0.8914,0.255123905712635,0.4812,0.0468327033857317,0.0350699507978421
oracle,marginal,0.8936,0.219892363676805,0.449,0.0468327033857317,0.0349173922955763
