method,bin,coverage,width,risk,rmse,cal_error
cal_binning_10,1,0.928,0.239177971480605,0.443,0.0765100336178536,0.00692217365525723
cal_binning_5,1,0.896,0.395582908537466,0.443,0.127458133884101,0.0184305867352737
conditional,1,0.925,0.128732965412084,0.444,0.0316271453245138,0.0262233352940045
isotonic,1,0.902,0.112914542446349,0.444,0.040515458569237,0.0305659008087453
marginal,1,0.998,0.434522615648415,0.444,0.0316271453245138,0.0262129923296477
mondrian_10,1,0.886,0.118071978942337,0.444,0.0316271453245138,0.0262402915603419
mondrian_5,1,0.889,0.0868624565974181,0.444,0.0316271453245138,0.0262483355302211
oracle,1,0.901,0.0535021970594005,0.444,0.0316271453245138,0.0261662418761637
cal_binning_10,2,0.896,0.120974712284786,0.376,0.0292120916697374,0.0140700071007325
cal_binning_5,2,0.931,0.197240029433532,0.376,0.0590383942300857,0.0330532102852501
conditional,2,0.995,0.1972538397854,0.664,0.0137943703599438,0.00956837118920197
isotonic,2,0.934,0.104525384670944,0.399,0.0168578537053036,0.0121087005782755
marginal,2,1,0.449585310444951,0.983,0.0137943703599438,0.00963326265518631
mondrian_10,2,0.931,0.104222588854674,0.484,0.0137943703599438,0.0093310913498562
mondrian_5,2,0.932,0.102591920427603,0.484,0.0137943703599438,0.0096733594380843
oracle,2,0.914,0.0837091362888038,0.417,0.0137943703599438,0.00957547838996031
cal_binning_10,3,0.9,0.183546125433626,0.301,0.0261352621655291,0.0144428723361974
cal_binning_5,3,0.904,0.234847093420919,0.301,0.0471179739679578,0.0243540638811365
conditional,3,0.985,0.26234174887796,0.384,0.0133410319960577,0.00982591616683419
isotonic,3,0.91,0.174518069612367,0.33,0.0146219010263766,0.00771841031008373
marginal,3,1,0.449585310444951,0.947,0.0133410319960577,0.00996820925845869
mondrian_10,3,0.883,0.164750018782743,0.301,0.0133410319960577,0.0105828769211317
mondrian_5,3,0.886,0.16096595645937,0.301,0.0133410319960577,0.00997401022895199
oracle,3,0.885,0.151342208374918,0.297,0.0133410319960577,0.010412685786124
cal_binning_10,4,0.926,0.380969815674605,0.729,0.0317148412404108,0.0166490357479873
cal_binning_5,4,0.892,0.398905779559608,0.729,0.059506561056887,0.030578420344149
conditional,4,0.936,0.377160282156437,0.773,0.0166774724958738,0.0163896014752232
isotonic,4,0.939,0.395774799331821,0.764,0.018725167423568,0.0203008141722402
marginal,4,0.961,0.449585310444951,0.773,0.0166774724958738,0.0162025020397691
mondrian_10,4,0.941,0.388361145328153,0.729,0.0166774724958738,0.015214234176958
mondrian_5,4,0.915,0.364926937166957,0.729,0.0166774724958738,0.0162387984348823
oracle,4,0.91,0.345760955264254,0.735,0.0166774724958738,0.0168284564906525
cal_binning_10,5,0.902,0.98214843817665,0.431,0.0382012907286494,0.0244354495773395
cal_binning_5,5,0.864,0.887409613413531,0.431,0.0647202471706146,0.0243439564711495
conditional,5,0.665,0.529893692954677,0.431,0.0186613171941458,0
isotonic,5,0.89,0.934359747324094,0.431,0.0423495005644753,0.0398777084392443
marginal,5,0.598,0.449585310444951,0.431,0.0186613171941458,0
mondrian_10,5,0.906,0.973131946413555,0.431,0.0186613171941458,0
mondrian_5,5,0.858,0.894476337056691,0.431,0.0186613171941458,0
oracle,5,0.888,0.89593529977359,0.431,0.0186613171941458,0
cal_binning_10,marginal,0.9104,0.381363412610054,0.456,0.0443967414133659,0.011052095114854
cal_binning_5,marginal,0.8974,0.422797084873011,0.456,0.0770466774883537,0.0092592726629949
conditional,marginal,0.9012,0.299076505837312,0.5392,0.0199746186847018,0.0127586618511836
isotonic,marginal,0.915,0.344418508677115,0.4736,0.0292697854360133,0.0250686426993999
marginal,marginal,0.9114,0.446572771485643,0.7156,0.0199746186847018,0.0125010428342469
mondrian_10,marginal,0.9094,0.349707535664293,0.4778,0.0199746186847018,0.0145753838623781
mondrian_5,marginal,0.896,0.321964721541608,0.4778,0.0199746186847018,0.0105297734025706
oracle,marginal,0.8996,0.306049959352193,0.4648,0.0199746186847018,0.0133626791033501
