method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.94,0.12900287213732,0.44,0.031333751843364,0.00397754067608169
binning2,1,0.935,0.176393203322626,0.44,0.0441354527988421,0.00651846280027395
conditional,1,0.995,0.16431162785092,0.44,0.0197755721293739,0.00651212715585237
isotonic,1,0.93,0.109343330178202,0.44,0.0233442052587686,0.00812742617724797
marginal,1,1,0.152100412522193,0.44,0.0197755721293739,0.00689030027330375
binning,2,0.93,0.112436113548359,0.805,0.0186172545038312,0.0150515018237082
binning2,2,0.905,0.124570052031245,0.79,0.0271768326263926,0.0246895767418058
conditional,2,0.995,0.160545804962172,0.89,0.0140942870378124,0.00778593037177364
isotonic,2,0.905,0.107515348328603,0.795,0.0153888958256861,0.010781080360001
marginal,2,0.99,0.152100412522193,0.92,0.0140942870378124,0.00790562827331262
binning,3,0.915,0.136080066200357,0.745,0.016863011838357,0.0104394107857808
binning2,3,0.925,0.14382286119934,0.545,0.0201142451033379,0.0150652322703787
conditional,3,0.975,0.162139215192071,0.865,0.0145003704978041,0.00840003129088983
isotonic,3,0.94,0.136086539246385,0.64,0.0151765781729519,0.00883155857422212
marginal,3,0.97,0.152100412522193,0.85,0.0145003704978041,0.00768904777912924
binning,4,0.95,0.166570543845034,0.83,0.0159757996332256,0.0111521196441934
binning2,4,0.92,0.176702425184777,0.77,0.0286932362228408,0.0241559581949941
conditional,4,0.945,0.164983029356638,0.83,0.013996539826504,0.00700794927015612
isotonic,4,0.955,0.178967603236146,0.81,0.0132806502577393,0.00785026086585118
marginal,4,0.935,0.152100412522193,0.83,0.013996539826504,0.00688943612484399
binning,5,0.92,0.26657382522802,0.485,0.0317492395668636,0.0186204411485313
binning2,5,0.92,0.27998261920995,0.485,0.0389408636781091,0.0117277253919191
conditional,5,0.765,0.165773312082856,0.485,0.0147044839572564,0
isotonic,5,0.9,0.247164744031756,0.485,0.0256049981684456,0.020310717492363
marginal,5,0.725,0.152100412522193,0.485,0.0147044839572564,0
binning,marginal,0.931,0.162132684191818,0.661,0.023983359752535,0.00856919377473639
binning2,marginal,0.921,0.180294232189588,0.606,0.032956923249526,0.00719325444539558
conditional,marginal,0.935,0.163550597888931,0.702,0.0155698933861862,0
isotonic,marginal,0.926,0.155815513004219,0.634,0.0192046356977244,0.00980500118908071
marginal,marginal,0.924,0.152100412522193,0.705,0.0155698933861862,0
