method,bin,coverage,width,risk,rmse,cal_error
binning,1,0.85,0.232521177514465,0.44,0.0802621544593889,0.0690499662407116
binning2,1,0.825,0.234445233677552,0.44,0.0827394123306823,0.0712079956020291
conditional,1,0.73,0.281768417663842,0.44,0.122487108367441,0.116018036741934
isotonic,1,0.855,0.237866416101371,0.44,0.0783015331010329,0.0676259165698032
marginal,1,0.735,0.275770857952651,0.44,0.122487108367441,0.11552859174547
binning,2,0.98,0.235081520193744,0.925,0.0455844067750243,0.0420404480663357
binning2,2,0.97,0.232291886865134,0.925,0.0464768096332867,0.0437442922007741
conditional,2,0.995,0.282036577624485,0.925,0.0481288269476958,0.0451505097773308
isotonic,2,0.975,0.2327151166855,0.925,0.0459283258834323,0.0425360150123275
marginal,2,0.995,0.275770857952651,0.925,0.0481288269476958,0.0449590978719793
binning,3,0.99,0.234175643250813,1,0.0451376112650435,0.0424674374617932
binning2,3,0.95,0.230016516402646,1,0.0510308216831602,0.0490441460306598
conditional,3,1,0.279772844697368,1,0.0211177819229896,0.015245075229762
isotonic,3,0.99,0.231258541710621,1,0.044034540584451,0.0419085800115468
marginal,3,1,0.275770857952651,1,0.0211177819229896,0.0142707961934531
binning,4,0.9,0.234758883422951,0.835,0.0510664494304868,0.0486523712869757
binning2,4,0.895,0.231723177438794,0.835,0.0532371135549652,0.0522132775353285
conditional,4,0.965,0.27678946927449,0.835,0.0379625079173124,0.0357114025045101
isotonic,4,0.895,0.240333491217055,0.835,0.0483847165221051,0.0448321914589228
marginal,4,0.97,0.275770857952651,0.835,0.0379625079173124,0.035081389759332
binning,5,0.855,0.246871032916365,0.485,0.0654042608731849,0.052239397221967
binning2,5,0.845,0.248088870966637,0.485,0.067652083943466,0.05347631349295
conditional,5,0.82,0.281778494051476,0.485,0.0932005888209554,0.0830478463744931
isotonic,5,0.855,0.252946774394913,0.485,0.0642255245987475,0.0513429649789671
marginal,5,0.83,0.275770857952651,0.485,0.0932005888209554,0.0835994553105604
binning,marginal,0.915,0.236681651459668,0.737,0.0590641263848234,0.00717192788025126
binning2,marginal,0.897,0.235313137070153,0.737,0.0616782679227164,0.0030140675533931
conditional,marginal,0.902,0.280429160662332,0.737,0.0746899433349232,0.0474126890931682
isotonic,marginal,0.914,0.239024068021892,0.737,0.0576984935190155,0.003862513422545
marginal,marginal,0.906,0.275770857952651,0.737,0.0746899433349232,0.0475957833501658
