method,bin,coverage,width,risk,rmse,cal_error
cal_binning_1,1,0.7675,0.288421412502307,0.4575,0.114363941373968,0.104598439527217
cal_binning_2,1,0.785,0.298386448974031,0.4575,0.115901259992238,0.106394606402496
conditional,1,0.825,0.968191426098207,0.485,0.190385044879842,0.185184402198586
isotonic,1,0.785,0.294260770157198,0.4575,0.113488137803798,0.103839562213382
marginal,1,0.605,0.397527079440411,0.4575,0.190385044879842,0.185272190267217
mondrian_1,1,0.62,0.318503020658395,0.4575,0.190385044879842,0.18504401714812
mondrian_2,1,0.58,0.351700123073892,0.4575,0.190385044879842,0.185442626268691
oracle,1,0.905,0.437147305222633,0.4575,0.190385044879842,0.184775836867667
cal_binning_1,2,0.9925,0.301987518059634,0.89,0.0578961079854561,0.057806793935958
cal_binning_2,2,0.9975,0.308714853238476,0.89,0.0568291763549406,0.0565004366860145
conditional,2,0.8625,0.941683329916345,0.87,0.12513564546216,0.126014234480694
isotonic,2,0.985,0.306498141805903,0.89,0.0577448968865414,0.0573262485593579
marginal,2,0.9325,0.397970068331625,0.89,0.12513564546216,0.125890159843763
mondrian_1,2,0.9225,0.336579811224531,0.89,0.12513564546216,0.125925222777323
mondrian_2,2,0.93,0.36968649151036,0.89,0.12513564546216,0.125830557762858
oracle,2,0.9125,0.326696781196747,0.88,0.12513564546216,0.125894398441388
cal_binning_1,3,0.99,0.308572779117667,0.9675,0.0416864317226159,0.0397269281321942
cal_binning_2,3,0.985,0.314184513846222,0.9675,0.0411526297523702,0.0385411918188519
conditional,3,0.92,0.956297686715256,0.9625,0.0871525207767833,0.0855666235448078
isotonic,3,0.9825,0.315482905204874,0.9675,0.0410409646884928,0.0387700781151978
marginal,3,0.99,0.397970068331625,0.9675,0.0871525207767833,0.0856445645513176
mondrian_1,3,0.9875,0.342996505852292,0.9675,0.0871525207767833,0.0856133939206122
mondrian_2,3,0.99,0.370000871008653,0.9675,0.0871525207767833,0.0855284172598515
oracle,3,0.8875,0.265317932554965,0.9625,0.0871525207767833,0.0856586255582348
cal_binning_1,4,0.955,0.315481099043386,0.835,0.0558457480930284,0.0500562977261702
cal_binning_2,4,0.9575,0.32380257845028,0.835,0.0556393536029322,0.0495025990055614
conditional,4,0.94,0.944222824397539,0.83,0.0531020629421887,0.0534233238529793
isotonic,4,0.96,0.326101835722409,0.835,0.0553431621939399,0.0489489027583844
marginal,4,1,0.397970068331625,0.835,0.0531020629421887,0.0531234783454063
mondrian_1,4,0.995,0.35423729009594,0.835,0.0531020629421887,0.05317679614016
mondrian_2,4,1,0.375545061084879,0.835,0.0531020629421887,0.0533109750654045
oracle,4,0.885,0.219153768506894,0.835,0.0531020629421887,0.0531857221795624
cal_binning_1,5,0.735,0.32073647009846,0.4625,0.116067182638549,0.110203389547013
cal_binning_2,5,0.755,0.328438315403714,0.4625,0.116476278106747,0.111208199694365
conditional,5,0.9175,0.973542099462745,0.4625,0.0487976907757116,0.029611368810211
isotonic,5,0.7775,0.32899746741888,0.4625,0.115354401955622,0.110502022315957
marginal,5,0.97,0.397970068331625,0.4625,0.0487976907757116,0.0292136212300416
mondrian_1,5,0.8975,0.362605849433128,0.4625,0.0487976907757116,0.0290522705742779
mondrian_2,5,0.9525,0.380600450965312,0.4625,0.0487976907757116,0.0292197213556595
oracle,5,0.92,0.242580731168806,0.4625,0.0487976907757116,0.0291407183324984
cal_binning_1,marginal,0.888,0.307039855764291,0.7225,0.0833776558340862,0.0114526851963416
cal_binning_2,marginal,0.896,0.314705341982545,0.7225,0.0836882994443754,0.0101307705796845
conditional,marginal,0.893,0.956787473318018,0.722,0.113755879558497,0.079568917926394
isotonic,marginal,0.898,0.314268224061853,0.7225,0.0827863454602716,0.00468123292616636
marginal,marginal,0.8995,0.397881470553382,0.7225,0.113755879558497,0.0795137229144578
mondrian_1,marginal,0.8845,0.342984495452857,0.7225,0.113755879558497,0.0793877708357269
mondrian_2,marginal,0.8905,0.369506599528619,0.7225,0.113755879558497,0.0793742490683374
oracle,marginal,0.902,0.298179303730009,0.7195,0.113755879558497,0.0794213150632673
